0	1770
1	1
2	1
3	1770
4	1
5	0
6	0
7	1
8	0
9	1770
10	1770
11	0
12	2
13	1770
14	1770
15	2
16	0
17	2
18	2
19	0
20	5548
21	2201
22	2201
23	5548
24	2201
25	2200
26	2200
27	2201
28	2200
29	5548
30	5548
31	2200
32	5618
33	2152
34	2152
35	5618
36	2152
37	2151
38	2151
39	2152
40	2151
41	5618
42	5618
43	2151
44	2157
45	2159
46	2159
47	2157
48	2159
49	5619
50	5619
51	2159
52	5619
53	2157
54	2157
55	5619
56	2201
57	5619
58	5619
59	2201
60	2159
61	2201
62	2201
63	2159
64	5548
65	5619
66	5619
67	5548
68	5546
69	5619
70	5619
71	5546
72	5548
73	5546
74	5546
75	5548
76	5619
77	5617
78	5617
79	5619
80	5617
81	2151
82	2151
83	5617
84	2151
85	5619
86	5619
87	2151
88	2151
89	2157
90	2157
91	2151
92	5546
93	5540
94	5540
95	5546
96	5540
97	5619
98	5619
99	5540
100	5540
101	5617
102	5617
103	5540
104	5617
105	5618
106	5618
107	5617
108	5618
109	5614
110	5614
111	5618
112	5614
113	2154
114	2154
115	5614
116	2154
117	5618
118	5618
119	2154
120	2154
121	2152
122	2152
123	2154
124	5616
125	5613
126	5613
127	5616
128	5613
129	5618
130	5618
131	5613
132	5618
133	5616
134	5616
135	5618
136	5617
137	5616
138	5616
139	5617
140	5613
141	5614
142	5614
143	5613
144	5540
145	5616
146	5616
147	5540
148	5539
149	5616
150	5616
151	5539
152	5540
153	5539
154	5539
155	5540
156	5616
157	5612
158	5612
159	5616
160	5612
161	5613
162	5613
163	5612
164	5539
165	5612
166	5612
167	5539
168	2163
169	2154
170	2154
171	2163
172	2154
173	2161
174	2161
175	2154
176	2161
177	2163
178	2163
179	2161
180	2154
181	5615
182	5615
183	2154
184	5615
185	2161
186	2161
187	5615
188	5614
189	5615
190	5615
191	5614
192	5614
193	5610
194	5610
195	5614
196	5610
197	5615
198	5615
199	5610
200	2144
201	2161
202	2161
203	2144
204	5615
205	2144
206	2144
207	5615
208	5615
209	5608
210	5608
211	5615
212	5608
213	2144
214	2144
215	5608
216	5610
217	5608
218	5608
219	5610
220	5613
221	5610
222	5610
223	5613
224	5609
225	5610
226	5610
227	5609
228	5613
229	5609
230	5609
231	5613
232	5611
233	5609
234	5609
235	5611
236	5613
237	5611
238	5611
239	5613
240	5612
241	5611
242	5611
243	5612
244	5610
245	5606
246	5606
247	5610
248	5606
249	5608
250	5608
251	5606
252	5609
253	5606
254	5606
255	5609
256	5609
257	5605
258	5605
259	5609
260	5605
261	5606
262	5606
263	5605
264	2142
265	5603
266	5603
267	2142
268	5603
269	2136
270	2136
271	5603
272	2136
273	2142
274	2142
275	2136
276	5603
277	2135
278	2135
279	5603
280	2135
281	2136
282	2136
283	2135
284	5608
285	2142
286	2142
287	5608
288	2142
289	2144
290	2144
291	2142
292	5608
293	5607
294	5607
295	5608
296	5607
297	2142
298	2142
299	5607
300	5606
301	5607
302	5607
303	5606
304	5606
305	5604
306	5604
307	5606
308	5604
309	5607
310	5607
311	5604
312	5607
313	5603
314	5603
315	5607
316	5607
317	5602
318	5602
319	5607
320	5602
321	5603
322	5603
323	5602
324	5604
325	5602
326	5602
327	5604
328	5605
329	5604
330	5604
331	5605
332	5602
333	2135
334	2135
335	5602
336	5602
337	5601
338	5601
339	5602
340	5601
341	2135
342	2135
343	5601
344	2073
345	2135
346	2135
347	2073
348	2135
349	5600
350	5600
351	2135
352	5600
353	2073
354	2073
355	5600
356	2135
357	5598
358	5598
359	2135
360	5598
361	5600
362	5600
363	5598
364	5601
365	5598
366	5598
367	5601
368	2067
369	2070
370	2070
371	2067
372	2070
373	5595
374	5595
375	2070
376	5595
377	2067
378	2067
379	5595
380	2062
381	2067
382	2067
383	2062
384	5595
385	2062
386	2062
387	5595
388	2073
389	5599
390	5599
391	2073
392	5599
393	2070
394	2070
395	5599
396	2070
397	2073
398	2073
399	2070
400	5599
401	5596
402	5596
403	5599
404	5596
405	2070
406	2070
407	5596
408	5596
409	5595
410	5595
411	5596
412	5587
413	2062
414	2062
415	5587
416	5595
417	5587
418	5587
419	5595
420	5600
421	5599
422	5599
423	5600
424	5598
425	5599
426	5599
427	5598
428	5593
429	5596
430	5596
431	5593
432	5599
433	5593
434	5593
435	5599
436	5598
437	5597
438	5597
439	5598
440	5597
441	5599
442	5599
443	5597
444	5597
445	5593
446	5593
447	5597
448	5596
449	5594
450	5594
451	5596
452	5594
453	5595
454	5595
455	5594
456	5593
457	5594
458	5594
459	5593
460	5592
461	5594
462	5594
463	5592
464	5593
465	5592
466	5592
467	5593
468	5594
469	5587
470	5587
471	5594
472	5586
473	5587
474	5587
475	5586
476	5594
477	5586
478	5586
479	5594
480	5594
481	5582
482	5582
483	5594
484	5582
485	5586
486	5586
487	5582
488	5592
489	5582
490	5582
491	5592
492	5585
493	2059
494	2059
495	5585
496	2059
497	2062
498	2062
499	2059
500	2062
501	5585
502	5585
503	2062
504	2054
505	2059
506	2059
507	2054
508	2059
509	5591
510	5591
511	2059
512	5591
513	2054
514	2054
515	5591
516	5585
517	5591
518	5591
519	5585
520	2054
521	5590
522	5590
523	2054
524	5590
525	2052
526	2052
527	5590
528	2052
529	2054
530	2054
531	2052
532	5591
533	5590
534	5590
535	5591
536	5590
537	334
538	334
539	5590
540	334
541	2052
542	2052
543	334
544	5585
545	5580
546	5580
547	5585
548	5580
549	5591
550	5591
551	5580
552	5591
553	5589
554	5589
555	5591
556	5589
557	5590
558	5590
559	5589
560	5580
561	5589
562	5589
563	5580
564	5580
565	5577
566	5577
567	5580
568	5577
569	5589
570	5589
571	5577
572	5588
573	5494
574	5494
575	5588
576	5494
577	334
578	334
579	5494
580	334
581	5588
582	5588
583	334
584	5590
585	5588
586	5588
587	5590
588	5588
589	5493
590	5493
591	5588
592	5493
593	5494
594	5494
595	5493
596	5589
597	5588
598	5588
599	5589
600	5577
