0	66
1	0
2	0
3	66
4	0
5	1
6	1
7	0
8	1
9	66
10	66
11	1
12	66
13	2
14	2
15	66
16	2
17	3
18	3
19	2
20	3
21	66
22	66
23	3
24	4
25	17
26	17
27	4
28	17
29	5
30	5
31	17
32	5
33	4
34	4
35	5
36	17
37	6
38	6
39	17
40	6
41	5
42	5
43	6
44	6
45	15
46	15
47	6
48	15
49	11
50	11
51	15
52	11
53	6
54	6
55	11
56	7
57	5
58	5
59	7
60	5
61	11
62	11
63	5
64	11
65	7
66	7
67	11
68	15
69	8
70	8
71	15
72	8
73	11
74	11
75	8
76	8
77	9
78	9
79	8
80	9
81	10
82	10
83	9
84	10
85	8
86	8
87	10
88	10
89	11
90	11
91	10
92	16
93	673
94	673
95	16
96	673
97	13
98	13
99	673
100	13
101	16
102	16
103	13
104	13
105	14
106	14
107	13
108	14
109	16
110	16
111	14
112	17
113	18
114	18
115	17
116	18
117	15
118	15
119	18
120	15
121	17
122	17
123	15
124	19
125	16
126	16
127	19
128	14
129	19
130	19
131	14
132	18
133	19
134	19
135	18
136	19
137	15
138	15
139	19
140	14
141	15
142	15
143	14
144	20
145	12
146	12
147	20
148	12
149	673
150	673
151	12
152	673
153	20
154	20
155	673
156	16
157	20
158	20
159	16
160	11
161	21
162	21
163	11
164	21
165	22
166	22
167	21
168	22
169	11
170	11
171	22
172	22
173	7
174	7
175	22
176	21
177	23
178	23
179	21
180	23
181	22
182	22
183	23
184	10
185	21
186	21
187	10
188	22
189	2
190	2
191	22
192	66
193	22
194	22
195	66
196	23
197	2
198	2
199	23
200	69
201	34
202	34
203	69
204	34
205	25
206	25
207	34
208	25
209	69
210	69
211	25
212	24
213	26
214	26
215	24
216	26
217	34
218	34
219	26
220	34
221	24
222	24
223	34
224	26
225	25
226	25
227	26
228	30
229	32
230	32
231	30
232	32
233	29
234	29
235	32
236	29
237	30
238	30
239	29
240	32
241	27
242	27
243	32
244	27
245	28
246	28
247	27
248	28
249	32
250	32
251	28
252	28
253	29
254	29
255	28
256	34
257	30
258	30
259	34
260	30
261	24
262	24
263	30
264	31
265	24
266	24
267	31
268	30
269	31
270	31
271	30
272	30
273	33
274	33
275	30
276	33
277	32
278	32
279	33
280	46
281	828
282	828
283	46
284	828
285	36
286	36
287	828
288	36
289	46
290	46
291	36
292	828
293	827
294	827
295	828
296	827
297	36
298	36
299	827
300	827
301	38
302	38
303	827
304	38
305	36
306	36
307	38
308	38
309	41
310	41
311	38
312	41
313	36
314	36
315	41
316	40
317	27
318	27
319	40
320	27
321	35
322	35
323	27
324	35
325	40
326	40
327	35
328	35
329	41
330	41
331	35
332	41
333	40
334	40
335	41
336	38
337	39
338	39
339	38
340	39
341	41
342	41
343	39
344	39
345	40
346	40
347	39
348	41
349	42
350	42
351	41
352	42
353	36
354	36
355	42
356	42
357	37
358	37
359	42
360	37
361	36
362	36
363	37
364	41
365	863
366	863
367	41
368	863
369	42
370	42
371	863
372	27
373	43
374	43
375	27
376	43
377	35
378	35
379	43
380	32
381	44
382	44
383	32
384	44
385	27
386	27
387	44
388	44
389	43
390	43
391	44
392	47
393	48
394	48
395	47
396	48
397	46
398	46
399	48
400	46
401	47
402	47
403	46
404	45
405	46
406	46
407	45
408	48
409	45
410	45
411	48
412	832
413	50
414	50
415	832
416	50
417	49
418	49
419	50
420	49
421	832
422	832
423	49
424	45
425	49
426	49
427	45
428	50
429	45
430	45
431	50
432	51
433	61
434	61
435	51
436	61
437	52
438	52
439	61
440	52
441	51
442	51
443	52
444	61
445	53
446	53
447	61
448	53
449	52
450	52
451	53
452	57
453	55
454	55
455	57
456	55
457	56
458	56
459	55
460	56
461	57
462	57
463	56
464	56
465	53
466	53
467	56
468	61
469	56
470	56
471	61
472	61
473	57
474	57
475	61
476	51
477	59
478	59
479	51
480	59
481	61
482	61
483	59
484	59
485	66
486	66
487	59
488	66
489	61
490	61
491	66
492	66
493	64
494	64
495	66
496	64
497	61
498	61
499	64
500	62
501	61
502	61
503	62
504	64
505	62
506	62
507	64
508	62
509	60
510	60
511	62
512	60
513	61
514	61
515	60
516	66
517	63
518	63
519	66
520	63
521	64
522	64
523	63
524	1
525	65
526	65
527	1
528	65
529	66
530	66
531	65
532	25
533	68
534	68
535	25
536	68
537	69
538	69
539	68
540	68
541	58
542	58
543	68
544	58
545	69
546	69
547	58
548	54
549	69
550	69
551	54
552	58
553	54
554	54
555	58
556	70
557	69
558	69
559	70
560	54
561	70
562	70
563	54
564	68
565	57
566	57
567	68
568	57
569	58
570	58
571	57
572	68
573	67
574	67
575	68
576	67
577	55
578	55
579	67
580	55
581	68
582	68
583	55
584	67
585	74
586	74
587	67
588	74
589	55
590	55
591	74
592	67
593	71
594	71
595	67
596	71
597	72
598	72
599	71
600	72
601	67
602	67
603	72
604	72
605	73
606	73
607	72
608	73
609	67
610	67
611	73
612	73
613	74
614	74
615	73
616	78
617	826
618	826
619	78
620	826
621	76
622	76
623	826
624	76
625	78
626	78
627	76
628	79
629	951
630	951
631	79
632	951
633	826
634	826
635	951
636	826
637	79
638	79
639	826
640	78
641	79
642	79
643	78
644	77
645	80
646	80
647	77
648	80
649	75
650	75
651	80
652	75
653	77
654	77
655	75
656	77
657	76
658	76
659	77
660	76
661	80
662	80
663	76
664	826
665	80
666	80
667	826
668	49
669	82
670	82
671	49
672	82
673	832
674	832
675	82
676	82
677	83
678	83
679	82
680	83
681	832
682	832
683	83
684	83
685	80
686	80
687	83
688	80
689	832
690	832
691	80
692	76
693	84
694	84
695	76
696	84
697	86
698	86
699	84
700	86
701	76
702	76
703	86
704	890
705	76
706	76
707	890
708	76
709	85
710	85
711	76
712	85
713	890
714	890
715	85
716	86
717	85
718	85
719	86
720	84
721	961
722	961
723	84
724	961
725	86
726	86
727	961
728	87
729	88
730	88
